-62	-22	0
-46	-12	0
-51	-18	0
-62	-26	0
-63	-9	0
-58	-27	0
-61	-18	0
-63	-28	0
-62	-26	1
-39	-31	0
-59	-26	0
-62	-22	1
-52	-26	0
-61	-8	0
-46	-24	0
-57	-28	0
-61	-31	0
-54	-15	0
-58	-17	0
-53	-27	0
-59	-19	0
-52	-28	0
-54	-26	0
-62	-9	0
-54	-20	0
-59	-7	0
-58	-9	0
-58	-14	0
-63	-13	0
-60	-18	0
-61	-18	1
-56	-26	0
-59	-15	0
-49	-25	0
-27	-19	0
-58	-17	1
-35	-20	0
-53	-18	0
-54	-13	0
-50	-18	0
-56	-19	0
-62	-16	0
-55	-12	0
-61	-10	0
-60	-26	0
-62	-30	0
-62	-29	0
-62	-14	0
-46	-21	0
-63	-31	0
-62	-23	0
-61	-21	0
-63	-25	0
-57	-13	0
-60	-17	0
-56	-20	0
-50	-18	1
-57	-22	0
-59	-12	0
-63	-20	0
-55	-24	0
-41	-13	0
-49	-22	0
-54	-12	0
-41	-12	0
-42	-13	0
-55	-9	0
-59	-16	0
-56	-15	0
-38	-27	0
-55	-9	1
-51	-28	0
-30	-22	0
-56	-29	0
-42	-23	0
-39	-20	0
-56	-22	0
-48	-31	0
-43	-16	0
-52	-22	0
-57	-22	1
-40	-16	0
-42	-12	0
-61	-11	0
-51	-18	1
-48	-16	0
-54	-18	0
-55	-30	0
-47	-27	0
-42	-26	0
-56	-26	1
-39	-19	0
-48	-29	0
-22	-26	0
-23	-22	0
-55	-25	0
-33	-30	0
-38	-7	0
-48	-28	0
-50	-8	0
-47	-20	0
-60	-20	0
-53	-28	0
-60	-7	0
-43	-31	0
-50	-29	0
-52	-29	0
-60	-17	1
-31	-31	0
-56	-31	0
-46	-17	0
-49	-26	0
-51	-17	0
-56	-18	0
-56	-25	0
-49	-27	0
-41	-24	0
-45	-30	0
-57	-25	0
-60	-11	0
-48	-23	0
-39	-9	0
-46	-28	0
-46	-20	0
-39	-7	0
-40	-19	0
-48	-23	1
-50	-23	0
-46	-14	0
-33	-18	0
-18	-9	0
-47	-20	1
-28	-31	0
-21	-29	0
-32	-12	0
-27	-25	0
-44	-25	0
-48	-26	0
-40	-23	0
-43	-19	0
-48	-19	0
-37	-31	0
-42	-11	0
-58	-24	0
-50	-16	0
-47	-13	0
-50	-22	0
-51	-22	0
-45	-24	0
-41	-15	0
-55	-10	0
-27	-14	0
-48	-6	0
-20	-20	0
-16	-9	0
-50	-9	0
-23	-16	0
-35	-29	0
-48	-25	0
-43	-29	0
-41	-31	0
-54	-24	0
